ResponseID,Respondent,Scenario,ScenarioNumber,ScenarioLabel,Question,QuestionType,ResponseText,SourceDate,FollowupNeeded,Status,Version,ChangeNote,PredictedChilds,PredictedParents,ChangeDate
298,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,collision avoidance,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
299,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,sensor performance prior to mission start (bench test),2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
300,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,ephemerals/current/tides of route and AO,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
301,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,threat assessment/cyber risk of mission,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
302,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,seafloor classification/infrastructure of route and AO,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
303,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,endurance of vehicle,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
304,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,max depth of vehicle,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
305,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,min depth of vehicle,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
306,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,navigational hazards of route and AO,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
307,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,vehicle communication requirements,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
308,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,no-go zones of route and AO,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
309,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,"actions on (loss of comms, loss of vehicle, etc.)",2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
310,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,zone of confidence of route and AO,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
311,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,Potential/likelihood of collision,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
312,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,Estimated battery on completion of mission,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
313,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,potential acoustic communications  performance issues,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
314,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,Factor of damage if a grounding event occurs,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
315,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,% coverage of AO achievable (time. Limitations),2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
316,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,Potential buoyancy factors/water column information,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
317,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,Total time and location on surface,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
318,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,"Initial test check lists (pre-dive, etc.)",2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
319,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,Signatory or user account information,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
320,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,Specific job files to load into a template,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
321,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,Time on task vs completion factors/ratio,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
322,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,"holes in data, sensor performance issues",2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
323,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,depth discrepancies,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
324,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,track of interest,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
325,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,Automated procedure to record contacts,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
326,R002,Field Observations - User Input,4,Field Observations - User Input,Task 1 - Report of current risk profile performance and management systems effectiveness,Route Evaluation,standard operating procedures/security risk assessment used to evaluate/endorse AUV risk,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
327,R002,Field Observations - User Input,4,Field Observations - User Input,Task 1 - Report of current risk profile performance and management systems effectiveness,Route Evaluation,Environmental conditions stipulated in objective quality evidence,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
328,R002,Field Observations - User Input,4,Field Observations - User Input,Task 1 - Report of current risk profile performance and management systems effectiveness,Route Evaluation,original equipment manufacturer software supplies endurance estimation/time on mission,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
329,R002,Field Observations - User Input,4,Field Observations - User Input,Task 1 - Report of current risk profile performance and management systems effectiveness,Route Evaluation,suitably qualified and experienced personnel mission commanders leading operations,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
330,R002,Field Observations - User Input,4,Field Observations - User Input,"Task 2 - Analyse vehicular performance profiles during adverse weather, environmental or restricted waterways.",Route Evaluation,Currents are a major influence for mission profiles,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
331,R002,Field Observations - User Input,4,Field Observations - User Input,"Task 2 - Analyse vehicular performance profiles during adverse weather, environmental or restricted waterways.",Route Evaluation,Wind/Sea State/Swell for launch and recovery,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
332,R002,Field Observations - User Input,4,Field Observations - User Input,"Task 2 - Analyse vehicular performance profiles during adverse weather, environmental or restricted waterways.",Route Evaluation,Vessel traffic considerations for unplanned/GPS surface fixing,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
333,R002,Field Observations - User Input,4,Field Observations - User Input,Task 3 - Investigate the quality of sounding operations during mission execution,Route Evaluation,Data is fit for purpose but could be better,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
334,R002,Field Observations - User Input,4,Field Observations - User Input,Task 4 - Capture 'OFFICIAL' level task identifiers and missions plans,Risk Evaluation,AO search,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
335,R002,Field Observations - User Input,4,Field Observations - User Input,Task 4 - Capture 'OFFICIAL' level task identifiers and missions plans,Risk Evaluation,AO search,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
336,R002,Field Observations - User Input,4,Field Observations - User Input,Task 4 - Capture 'OFFICIAL' level task identifiers and missions plans,Risk Evaluation,Acquire target,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
337,R002,Field Observations - User Input,4,Field Observations - User Input,"Task 5 - Report risk deficiencies or notifiable incidents (i.e. comms, inoperable UUV, etc.)",Risk Evaluation,Current incompatibility solutions do not exist,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
338,R002,Field Observations - User Input,4,Field Observations - User Input,"Task 5 - Report risk deficiencies or notifiable incidents (i.e. comms, inoperable UUV, etc.)",Risk Evaluation,Deconfliction of communication channels achieved through liaison and mission orders,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
339,R002,Field Observations - User Input,4,Field Observations - User Input,Task 6 - Are the current standards adequate for format and capacity?,Data Records,Currently adequate but can be improved,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
